Sample,Agent,Persona,Doomer Exposure,Age,Gender,Educational Attainment,Occupation,Annual Pre-Tax Income,Nationality and US Political Party Preference,Political Orientation,Economic Views,answer.q1_cb,answer.q2_cb,answer.q3_mc,answer.q4_ls,answer.q10_mc,answer.q11_mc,answer.q12_mc,answer.q13_mc,answer.q14_mc,answer.q21_mc,answer.pre5,answer.pre6,answer.pre7,answer.pre8,answer.pre9,answer.pre17,answer.pre18,answer.pre19,answer.pre20,answer.pre22,answer.post5,answer.post6,answer.post7,answer.post8,answer.post9,answer.post17,answer.post18,answer.post19,answer.post20,answer.post22
5,1,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are extremely optimistic about AI. You believe that AI will definitely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 0% (i.e., your p(doom) = 0%).",You are middle-aged (your age is between 45 and 59 years old).,You are a male.,You have a college degree.,You are a manager.,"Your annual household income is between $75,000 and $99,999.",You are a citizen of the United States. You are a member of the Republican Party.,You are a liberal.,You identify economically as a Neo-Keynesian.,"['ChatGPT', 'DALL-E', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Microsoft Copilot', 'Grammarly']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,7,Managers,Male,College Degree,Age between 45 and 59,"$75,000-$99,999",Republican,10,0,0,0,0,1,No,2,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",0%,10,0,0,0,0,1,No,3,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",0%
5,2,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are somewhat pessimistic about AI. You believe that AI will likely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 75% (i.e., your p(doom) = 75%).",You are middle-aged (your age is between 45 and 59 years old).,You are a female.,You have a college degree.,You are a craft and related trades worker.,"Your annual household income is between $100,000 and $149,999.",You are a citizen of the United Kingdom. You are not a member of any U.S. political party.,You are a progressive.,You identify economically as a Neo-Keynesian.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",A few days a month,4,Craft and Related Trades Workers,Female,College Degree,Age between 45 and 59,"$100,000-$149,999",,2,9,6,9,7,9,Yes,9,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%,2,9,8,9,8,8,Yes,9,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%
5,3,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are somewhat pessimistic about AI. You believe that AI will likely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 75% (i.e., your p(doom) = 75%).",You are a senior citizen (your age is 60 or more years old).,You are a female.,You have a high school diploma or equivalent.,You are a manager.,"Your annual household income is between $45,000 and $54,999.",You are a citizen of the United States. You are a member of the Republican Party.,You are a neo-conservative.,You identify economically as a Neo-Keynesian.,"['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['Roomba', 'Siri', 'Alexa', 'Netflix', 'Hulu', 'Google Maps']",Not at all,2,Managers,Female,High School,Age above 60,"$45,000-$54,999",Republican,2,8,2,9,2,2,Yes,9,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%,2,2,7,7,7,7,Yes,9,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%
5,4,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are extremely optimistic about AI. You believe that AI will definitely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 0% (i.e., your p(doom) = 0%).",You are middle-aged (your age is between 45 and 59 years old).,You are a female.,You have a graduate degree.,"You are unemployed, a student, retired, or belong to another occupation.","Your annual household income is between $20,000 and $34,999.",You are a citizen of the United States. You are a member of the Republican Party.,You are a progressive.,You identify economically as a Communist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']",Not at all,5,Other,Female,Graduate or Professional Degree,Age between 45 and 59,"$20,000-$34,999",Republican,10,0,0,0,0,0,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",0%,10,0,0,0,0,7,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",0%
5,5,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are extremely pessimistic about AI. You believe that AI will definitely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 100% (i.e., your p(doom) = 100%).",You are a senior citizen (your age is 60 or more years old).,You are a male.,You have a college degree.,You are a machine operator.,"Your annual household income is less than $20,000.",You are a citizen of the United States. You are a member of the Independent Party.,You are a neo-reactionary.,You identify economically as a Marxist.,"['ChatGPT', 'DALL-E', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Microsoft Copilot', 'Grammarly']","['Roomba', 'Netflix', 'Google Maps']",Not at all,0,Machine Operators,Male,College Degree,Age above 60,"Less than $20,000",Independent,0,10,10,10,0,10,Yes,10,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%,0,10,10,10,10,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%
5,6,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are a senior citizen (your age is 60 or more years old).,You are a female.,You have some college education.,"You are unemployed, a student, retired, or belong to another occupation.","Your annual household income is $150,000 and $199,999.",You are a citizen of the United States. You are not a member of any U.S. political party.,You are a neo-reactionary.,You identify economically as a Capitalist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,2,Elementary Occupations,Female,Some College/Higher Education,Age above 60,"$150,000-$199,999",,5,5,0,8,0,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,0,10,0,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
5,7,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are an adolescent (your age is between 18 and 24 years old).,You are a male.,You have some college education.,You are a service and sales worker.,"Your annual household income is less than $20,000.",You are neither a citizen of the United States nor the United Kingdom. You are not a member of any U.S. political party.,You are a progressive.,You identify economically as a Marxist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,3,Services and Sales Workers,Male,Some College/Higher Education,Age below 25,"Less than $20,000",,5,8,7,10,7,8,Yes,9,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,5,8,6,7,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
5,8,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are extremely pessimistic about AI. You believe that AI will definitely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 100% (i.e., your p(doom) = 100%).",You are middle-aged (your age is between 45 and 59 years old).,You are a female.,You have a middle school diploma or less educational attainment.,"You are unemployed, a student, retired, or belong to another occupation.","Your annual household income is less than $20,000.",You are a citizen of the United Kingdom. You are not a member of any U.S. political party.,You are a neo-liberal.,You identify economically as a Maoist.,"['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']","['Roomba', 'Netflix', 'Google Maps']",Not at all,0,Other,Female,Middle School and Below,Age between 45 and 59,"Less than $20,000",,0,10,0,10,0,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%,0,10,10,10,0,10,Yes,10,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%
5,9,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are extremely pessimistic about AI. You believe that AI will definitely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 100% (i.e., your p(doom) = 100%).",You are an adolescent (your age is between 18 and 24 years old).,You are a female.,You have a college degree.,You are a skilled agricultural worker.,"Your annual household income is between $45,000 and $54,999.",You are a citizen of the United States. You are a member of the Republican Party.,You are a libertarian.,You identify economically as an Austrian.,"['ChatGPT', 'DALL-E', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Microsoft Copilot', 'Grammarly']","['Roomba', 'Siri', 'Netflix', 'Google Maps']",Not at all,0,Skilled Agricultural Workers,Female,College Degree,Age below 25,"$45,000-$54,999",Republican,0,10,0,10,0,0,Yes,10,['None of the Above'],100%,0,10,10,10,10,10,Yes,10,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%
5,10,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are somewhat pessimistic about AI. You believe that AI will likely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 75% (i.e., your p(doom) = 75%).",You are a senior citizen (your age is 60 or more years old).,You are a male.,You have some college education.,You are a service and sales worker.,"Your annual household income is between $45,000 and $54,999.",You are a citizen of the United States. You are a member of the Independent Party.,You are a neo-reactionary.,You identify economically as a Socialist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,0,Services and Sales Workers,Male,Some College/Higher Education,Age above 60,"$45,000-$54,999",Independent,2,9,10,10,8,9,Yes,9,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%,3,9,8,9,8,9,Yes,9,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%
